divisionId,teamId,managerId,employeeId,firstName,lastName,birthdate
6,6,1,537,Estell,Cormier,1971-3-24
1,6,1,24,Eulah,Blick,1978-6-21
3,9,2,274,Adelia,Purdy,1951-1-15
7,4,1,571,Gussie,Crooks,1985-12-21
13,3,2,1192,Joanie,Hettinger,1975-6-22
3,14,2,331,Alexandrine,Bayer,1957-7-31
2,11,2,159,Corene,Gaylord,1958-1-28
7,11,1,639,Terence,Dickinson,1992-1-23
6,3,2,504,Shanny,Larkin,1955-6-25
3,15,1,342,Perry,Ritchie,1986-4-9
14,10,1,1327,Jordyn,Ortiz,1994-1-11
5,4,1,435,Enoch,Eichmann,1980-10-17
4,1,1,355,Gregorio,Watsica,1963-5-29
11,3,1,1053,Vicente,Herman,1956-10-23
14,12,1,1358,Leta,Terry,1970-3-27
14,3,1,1251,Elsie,Rolfson,1962-2-10
5,1,1,401,Kory,Rutherford,1964-10-16
11,10,1,1102,Laurence,Wolf,1998-2-18
5,1,2,406,Corrine,McCullough,1965-6-20
14,12,1,1359,Aimee,Corkery,1987-8-10
3,12,1,303,Reina,Russel,1952-9-8
5,5,1,444,Mackenzie,Bruen,1989-8-19
1,8,2,47,Tamia,Rogahn,1949-12-24
2,11,2,163,Laverne,Abbott,1988-7-5
3,11,2,293,Destini,Rolfson,1985-6-12
2,5,1,88,Dena,Flatley,1982-12-10
5,2,1,418,Karl,Nienow,1998-8-17
1,7,1,32,Alysa,Dickinson,1971-8-15
14,5,1,1264,Jocelyn,Ward,1954-6-4
5,5,1,440,Ransom,Cummings,1958-1-7
9,3,2,808,Tobin,Bruen,1967-6-19
3,5,2,240,Greg,Erdman,1980-2-23
13,2,1,1178,Kayli,Shanahan,1951-8-9
7,16,1,694,Georgianna,Weber,1996-7-11
2,11,2,158,Marlene,Raynor,1994-9-18
7,14,2,681,Belle,Heathcote,1964-1-28
9,12,1,894,Suzanne,Doyle,1972-6-27
7,1,1,550,Naomi,Herman,1950-6-19
1,5,2,12,Leonor,Parisian,1998-9-20
14,9,1,1314,Litzy,Littel,1966-7-26
9,13,1,902,Jacey,Moen,1990-4-29
10,3,1,965,Jammie,Keebler,1979-6-9
6,2,1,488,Kaley,King,1949-12-3
12,1,1,1137,Lavinia,Haag,1984-1-21
10,8,2,1027,Karlee,Blanda,1974-8-13
3,3,1,207,Wade,Stiedemann,1976-6-4
2,13,1,180,Carlee,Harber,1976-1-16
6,5,2,528,Jess,Reynolds,1959-7-10
9,12,1,891,Casandra,Thompson,1964-2-29
1,6,2,29,Amely,DuBuque,1961-8-2
10,6,2,995,Carmen,Corwin,1985-10-19
2,7,2,113,Linda,Zemlak,1996-6-2
9,3,1,801,Scot,Roob,1979-12-12
14,6,1,1285,Kendra,Jerde,1984-3-15
2,10,1,146,Rosetta,Balistreri,1982-10-27
3,2,1,195,Hosea,Altenwerth,1982-12-14
2,9,1,128,Renee,McGlynn,1983-12-3
11,1,1,1039,Trent,Hamill,1997-9-21
2,8,2,125,Giles,Pollich,1958-7-20
7,9,1,614,Hildegard,Heaney,1996-9-26
2,8,2,124,Lauryn,Hintz,1992-1-3
14,1,1,1243,Hardy,Pfeffer,1949-12-18
12,1,2,1146,Jasen,Nader,1992-8-24
6,6,2,544,Heaven,Schiller,1958-5-16
7,15,1,684,Delia,Lockman,1975-4-27
7,1,2,562,Marquis,Bosco,1984-10-31
13,3,2,1193,D'angelo,Kshlerin,1964-7-7
3,6,1,245,Jackson,Wiza,1999-6-1
14,7,2,1294,Clinton,Koch,1990-10-6
4,1,2,364,Clemmie,Borer,1994-5-28
9,10,2,875,Daron,Hackett,1953-12-22
2,1,1,54,Kolby,Schmidt,1969-3-8
11,11,1,1118,Pearl,Lehner,1954-11-9
7,15,2,691,Gerardo,Okuneva,1977-5-25
3,5,1,234,Alvera,Mitchell,1986-7-16
1,6,1,23,Maxime,Cummings,1965-10-8
11,4,2,1074,Dedric,Schulist,1955-3-6
5,2,1,411,Andre,Howell,1990-8-28
3,7,1,255,Kayla,Stokes,1967-4-8
7,9,2,621,Tiffany,White,1973-8-2
3,6,1,246,Chauncey,Dooley,1970-10-20
14,9,1,1311,Bridget,Ritchie,1967-5-26
6,6,2,543,Odie,Jenkins,1990-7-31
7,5,1,576,Orrin,Wiegand,1990-7-12
3,11,1,286,Wilmer,Dickens,1999-1-28
7,10,2,634,Isobel,Eichmann,1965-1-25
10,7,1,1004,Daniella,Rau,1972-10-21
5,4,1,438,Axel,Roberts,1994-12-13
9,6,2,839,Jaleel,Abbott,1989-6-4
6,2,1,486,Nannie,Reichel,1969-7-8
4,2,1,371,Zora,Jacobson,1975-8-15
3,16,1,345,Madge,Collins,1950-6-28
11,10,1,1104,Marcos,Huel,1962-8-31
2,9,2,136,Dominique,McClure,1978-6-10
7,6,1,589,Milford,Dibbert,1997-4-26
7,1,2,561,Ross,Hansen,1959-6-6
3,15,1,343,Jaylen,Heidenreich,1967-4-24
12,1,1,1134,Rebekah,Schmidt,1967-6-7
2,3,1,64,Dallas,DuBuque,1950-3-20
7,16,1,695,Paige,Lebsack,1986-10-29
7,6,1,591,Foster,Crist,1993-11-4
2,11,2,160,Odie,Grady,1980-8-6
7,13,2,667,Stone,Swaniawski,1985-6-22
11,9,1,1092,Lexie,Huels,1976-5-26
7,13,1,660,Minnie,Borer,1981-8-21
2,11,2,165,Marilie,Lang,1969-11-3
10,5,2,988,Solon,Oberbrunner,1956-7-28
14,5,2,1280,Kiera,Reinger,1995-5-10
7,10,2,629,Roel,Aufderhar,1988-7-27
2,8,2,122,Christine,Crist,1962-3-10
9,5,1,823,Cornelius,Schinner,1971-2-22
14,9,2,1315,Marty,Gottlieb,1979-12-15
11,1,2,1049,Austin,Morar,1984-3-31
7,11,1,637,Derek,Nienow,1972-11-15
2,8,2,126,Simone,VonRueden,1991-8-26
5,2,2,426,Tomas,Goodwin,1962-8-1
9,9,2,868,Lindsey,Koepp,1986-11-11
14,12,2,1365,Haleigh,Huel,1993-5-13
4,1,2,368,Noe,Treutel,1965-7-22
14,6,1,1284,Myra,Runolfsson,1996-10-14
6,3,1,491,Pietro,Spinka,1982-12-13
2,4,2,86,Edyth,Bruen,1967-10-2
3,8,1,263,Ashlee,Leffler,1973-1-4
13,7,1,1212,Don,Gerlach,1965-4-22
2,3,2,70,Junius,Ryan,1956-6-4
6,3,2,502,Macey,Mertz,1962-5-24
11,4,1,1070,Liliane,Stokes,1996-4-29
9,15,1,921,Jude,Mann,1988-7-2
1,8,1,38,Aleen,Johnson,1979-9-30
14,1,1,1236,Janae,Strosin,1977-7-14
7,11,1,643,Natalia,Boyer,1992-1-16
7,6,1,587,Rhea,Stanton,1966-12-9
3,5,1,231,Arturo,Huel,1950-7-13
3,14,2,329,Mariane,Ondricka,1998-2-23
3,4,1,218,Christopher,Kirlin,1986-1-21
4,1,1,360,Nyah,Bednar,1965-8-9
5,2,2,421,Bianka,McCullough,1962-7-17
5,2,2,425,Raymond,Konopelski,1974-12-4
14,5,2,1277,Lolita,Mueller,1953-9-8
8,9,2,772,Kelsi,Keeling,1997-8-21
10,8,2,1026,Major,Bauch,1960-6-27
8,10,2,778,Kennedi,Hilpert,1954-4-12
6,3,2,500,Monroe,Kihn,1990-1-19
5,6,2,458,Sasha,Schaefer,1964-5-10
13,6,1,1205,Tevin,Moen,1950-2-7
9,4,1,813,Rocky,Stanton,1985-11-24
8,6,1,749,Hazle,Lang,1971-9-20
11,9,2,1098,Francesca,Beahan,1981-3-2
11,10,2,1110,London,Johnston,1954-9-13
8,11,1,785,Leola,Hilpert,1952-8-2
1,5,1,10,Kathlyn,Sporer,1975-4-30
7,16,1,696,Jaiden,Gulgowski,1997-7-7
8,7,1,757,Hollis,D'Amore,1997-12-17
14,1,1,1235,Houston,Russel,1984-9-1
3,3,1,208,Shaniya,Berge,1983-2-23
9,7,2,850,Lauretta,Lind,1961-5-1
3,13,1,311,Adan,Champlin,1960-10-23
4,1,1,358,Billy,Hyatt,1980-9-9
3,5,2,242,Cyrus,Wolff,1987-4-10
6,6,2,540,Kobe,Schaden,1999-4-4
3,14,1,325,Shea,Gislason,1999-1-9
10,7,1,1002,Jarrett,Jacobson,1976-7-14
5,1,1,396,Izaiah,Eichmann,1998-1-6
1,8,2,42,Vernice,Lehner,1991-8-24
13,7,2,1222,Reynold,Stiedemann,1964-10-6
9,14,1,918,Pink,Heaney,1953-5-1
7,15,2,693,Zita,Ernser,1955-5-30
9,6,1,834,Marcellus,Casper,1992-6-23
8,5,2,746,Armando,Fahey,1993-4-20
3,10,1,280,Precious,Stamm,1985-3-25
8,4,1,733,Oswald,Dooley,1986-1-13
10,9,1,1031,Maurine,Block,1977-8-27
9,9,1,861,Sabrina,Stark,1959-8-8
9,17,1,943,Issac,Frami,1987-12-31
2,6,1,93,Deonte,Casper,1959-11-9
2,11,2,161,Marquis,Bernhard,1953-10-6
2,6,1,92,Shad,Lemke,1959-2-5
7,15,1,688,Seamus,Hand,1951-6-24
1,8,2,46,Shaylee,Dooley,1977-6-17
8,3,1,722,Pietro,Goyette,1988-3-30
10,8,2,1025,Ken,Anderson,1988-10-1
4,3,1,376,Sydni,Ankunding,1974-3-9
10,5,2,984,Dashawn,Gleichner,1984-6-3
14,2,1,1244,Graciela,Ondricka,1956-1-1
11,2,1,1051,Maximus,O'Keefe,1951-12-20
2,3,2,74,Rey,Stamm,1957-9-8
13,3,1,1189,Cielo,Romaguera,1997-12-9
9,7,1,846,Adolphus,Stehr,1965-8-5
11,4,1,1068,Lawrence,Rosenbaum,1995-1-12
8,11,1,789,Reymundo,Kihn,1990-12-9
6,6,2,545,Uriah,Orn,1991-5-11
9,12,1,889,Vivianne,VonRueden,1985-5-14
1,6,2,25,Gabrielle,Tremblay,1973-3-24
7,6,2,601,Jovanny,Mitchell,1991-5-13
9,8,1,854,Nathan,Hamill,1968-2-19
11,3,2,1066,Alejandrin,Gerlach,1997-2-26
2,3,2,73,Moises,Heller,1953-6-16
11,7,1,1081,Meredith,Hessel,1984-11-2
8,4,2,735,Muriel,DuBuque,1982-12-27
12,3,2,1163,Giovanni,Koelpin,1961-3-14
7,7,1,606,Janelle,O'Reilly,1978-12-4
5,5,1,439,Jack,Olson,1957-3-3
1,4,1,6,Yesenia,Gerlach,1958-1-9
9,16,1,925,Gillian,Towne,1998-8-22
5,1,2,408,Catherine,Langosh,1952-7-19
2,8,2,123,Mckenna,White,1979-11-6
4,4,2,395,Patience,Corwin,1983-1-21
7,11,1,640,Emie,Gusikowski,1993-5-14
10,8,1,1018,Viva,Howe,1976-11-17
11,1,1,1038,Hailie,Ullrich,1967-5-24
5,6,1,448,Genevieve,Nader,1959-1-22
2,11,1,155,Jennings,Funk,1952-4-4
13,4,2,1200,Emery,Schmitt,1991-8-28
10,2,2,961,Willie,Gulgowski,1979-9-8
10,6,1,992,Angela,Schinner,1957-8-12
7,13,2,666,Velma,Jacobson,1951-11-2
11,11,2,1125,Katelin,Koepp,1977-6-12
2,6,1,90,Yasmin,Rice,1988-2-21
5,1,2,407,Orie,Feil,1956-7-23
7,1,2,560,Fletcher,Bins,1950-4-17
11,11,2,1127,Myah,Skiles,1974-6-8
11,10,2,1108,Edgardo,Legros,1975-10-29
14,5,1,1269,Donnell,Morar,1989-3-11
14,8,1,1301,Effie,Ernser,1950-5-25
3,7,1,256,Jimmie,Mohr,1999-2-4
14,4,1,1255,Jameson,McGlynn,1967-1-16
9,1,1,791,Janis,Altenwerth,1983-4-11
9,6,1,831,Beryl,Ebert,1978-9-1
11,11,1,1117,Salvatore,Turner,1989-1-13
14,6,1,1282,Benjamin,Kautzer,1984-11-7
3,13,1,312,Jerrod,Langosh,1953-3-22
6,3,2,503,Peyton,Schumm,1959-6-6
7,10,2,636,Kaya,Powlowski,1974-3-16
9,3,1,800,Rafael,Stracke,1985-2-27
9,5,1,826,Lesley,Hodkiewicz,1992-1-30
2,9,1,133,Newton,Weissnat,1982-5-4
7,13,1,659,Bernadine,Kuhlman,1986-3-26
7,11,1,638,Jordyn,Beatty,1976-2-12
5,6,1,449,Moses,Stehr,1954-4-27
3,4,2,221,Monserrate,Hane,1980-1-18
8,2,1,709,Mellie,Padberg,1988-5-4
9,3,1,803,Sydnie,Hahn,1991-12-29
7,5,2,580,Dallas,Jacobson,1956-1-5
3,12,1,302,Arjun,Mann,1969-4-22
14,5,2,1279,Danika,Kunze,1988-9-18
3,2,2,200,Maymie,Hayes,1951-8-10
9,12,2,897,Felicia,Effertz,1968-11-16
10,6,1,994,Vaughn,Hudson,1962-9-28
8,8,1,759,Adell,McDermott,1986-7-6
10,6,2,1000,Joe,Harvey,1968-12-1
3,14,2,332,Yesenia,Schaefer,1982-4-7
2,2,1,61,Mia,Christiansen,1971-6-29
5,2,1,416,Adolphus,Wolff,1992-8-2
11,7,2,1084,Kirk,Okuneva,1959-12-23
8,6,1,751,Brandi,Kshlerin,1955-3-16
10,9,2,1035,Hope,Batz,1987-4-1
8,5,2,744,Jevon,Kiehn,1983-3-5
7,2,1,564,Ceasar,Will,1961-9-30
9,6,1,830,Mackenzie,Kemmer,1966-9-24
3,8,1,262,Agustina,Reinger,1969-5-15
6,4,1,513,Cyrus,Witting,1976-2-20
2,3,2,75,Vilma,West,1969-11-4
2,9,2,135,David,Marquardt,1977-2-12
1,6,1,22,Karl,Ernser,1961-4-6
10,9,1,1030,Garnet,Hegmann,1986-10-20
7,3,1,568,Cassandre,Steuber,1983-11-14
2,12,2,176,Rollin,Flatley,1958-10-17
7,11,1,641,Dasia,Ruecker,1951-10-18
7,7,1,609,Bessie,Beer,1973-2-20
11,8,1,1086,Stefan,Feest,1950-8-2
2,6,2,97,Allison,Leannon,1968-4-23
2,3,1,65,Isaiah,Mueller,1979-9-29
3,4,2,225,Remington,Botsford,1979-5-16
3,13,1,317,Tiffany,Yundt,1959-2-22
9,6,2,838,Cletus,Sanford,1995-7-14
5,8,2,480,Harmon,Rice,1985-3-9
13,3,1,1185,Eusebio,Gislason,1958-4-6
3,11,1,290,Regan,Schmidt,1955-5-4
14,4,1,1258,Esperanza,Hodkiewicz,1956-3-23
8,11,1,784,Alec,Wolf,1999-10-7
7,4,1,572,Virginie,Lindgren,1951-7-12
6,3,2,508,Jessyca,Beahan,1962-6-14
5,6,2,459,Mariane,Feest,1997-11-20
13,7,2,1221,Minnie,Tremblay,1983-4-17
9,6,2,840,Alvena,Marks,1955-5-11
3,8,1,264,Kelsie,Hyatt,1984-1-7
2,3,1,66,Johnny,Cummings,1968-1-28
9,2,1,794,Vickie,Labadie,1987-9-14
2,13,1,186,Kathleen,Weissnat,1994-12-17
11,3,1,1059,Chyna,Mosciski,1985-7-21
14,9,1,1310,Brian,Dietrich,1963-10-9
4,3,1,382,Domenick,Johns,1989-4-5
6,4,1,510,Jennyfer,Hessel,1957-12-31
7,6,2,603,Kolby,Schmitt,1977-1-4
3,7,1,259,Summer,Bashirian,1981-9-16
11,8,1,1087,Suzanne,Rolfson,1996-4-1
8,3,1,721,Samanta,Turcotte,1980-12-12
11,10,1,1101,Bailee,Reinger,1950-5-25
8,2,1,716,Danny,Price,1997-6-4
11,3,2,1062,Arlene,Gutkowski,1999-1-4
11,8,2,1088,Kelsie,Thompson,1990-11-26
14,1,1,1239,Sandy,Stokes,1982-11-23
12,1,2,1144,Solon,Lesch,1976-3-10
9,10,1,874,Yazmin,Senger,1956-11-2
7,9,2,620,Liliana,Steuber,1960-9-14
13,4,1,1198,Enrico,Muller,1973-5-7
5,2,1,417,Easter,Kreiger,1990-4-8
9,8,1,852,Eino,Halvorson,1976-6-24
10,8,2,1024,Tessie,Grant,1980-3-22
3,5,2,236,Eladio,Morissette,1989-12-19
3,11,1,284,Lorenza,Spinka,1952-11-5
7,11,1,644,Ella,Bruen,1959-5-5
2,9,2,137,Oral,Hansen,1984-11-6
5,8,2,479,Tremaine,Murphy,1971-7-25
10,2,2,960,Madelyn,Keebler,1972-11-20
10,7,1,1006,Zoila,Leannon,1992-4-10
9,6,1,829,Frederic,Christiansen,1965-7-15
14,11,1,1341,Justine,Heidenreich,1967-10-20
12,2,1,1147,Werner,Rolfson,1962-4-26
9,12,1,886,Malachi,Murphy,1961-10-8
2,13,1,185,Gardner,Crist,1957-8-29
5,8,1,473,Cruz,Rolfson,1953-1-30
7,13,2,669,Alessia,Kutch,1969-12-25
6,1,1,481,June,Aufderhar,1976-8-17
3,1,1,189,Wilfred,McClure,1951-10-22
5,8,1,478,Tiara,Bailey,1975-10-26
9,2,1,795,Romaine,Konopelski,1989-11-20
10,6,2,997,Ora,Bauch,1981-11-16
3,11,2,294,Heber,Kozey,1972-4-25
14,5,1,1271,Clemens,Morissette,1958-1-8
3,14,1,323,Alanna,Marquardt,1997-10-29
7,12,1,647,Josue,O'Conner,1990-2-26
5,6,1,452,Madison,Lindgren,1997-6-6
11,11,2,1130,Ottis,Kautzer,1988-11-19
7,6,1,588,Roscoe,Gorczany,1992-1-17
6,5,2,526,Valentina,Rau,1969-11-28
10,3,1,967,Candelario,Gleason,1972-9-9
3,12,1,300,Hugh,Medhurst,1960-12-13
12,1,1,1138,Carolyne,Ullrich,1976-2-1
6,6,1,534,Lucinda,Klein,1988-11-30
10,5,1,977,Edgar,Kutch,1987-11-13
8,6,1,748,Corrine,Ondricka,1972-9-15
11,11,1,1122,Felix,Bins,1957-5-7
10,7,2,1013,Buddy,Kertzmann,1997-7-18
4,3,2,388,Margarette,Kling,1956-12-22
13,8,2,1231,Loy,Kuhic,1985-2-9
2,7,2,110,Chadrick,Bernier,1966-1-12
11,1,2,1044,Brigitte,Barton,1962-6-16
8,7,1,754,Germaine,Jaskolski,1970-3-22
2,7,2,116,Frances,Bernier,1959-11-30
3,14,1,320,Eldred,Gorczany,1957-2-9
13,7,2,1220,Dortha,Crist,1973-9-16
3,14,1,322,Milan,Brown,1957-6-17
3,16,1,347,Piper,Murazik,1963-10-29
13,8,1,1224,Annamarie,Kiehn,1956-3-7
6,3,2,505,Arjun,Ritchie,1994-2-28
14,9,1,1309,Desmond,Frami,1963-7-31
1,6,1,19,Kamron,Carroll,1976-5-13
12,3,2,1162,Dane,Stracke,1953-7-5
14,3,1,1250,Brycen,Paucek,1985-10-11
2,7,2,108,Andrew,Morissette,1973-5-8
2,4,1,80,Gus,Armstrong,1950-2-22
14,5,2,1272,Justyn,Renner,1979-11-14
8,5,1,740,Laurianne,Altenwerth,1998-3-3
6,5,2,527,Burnice,Feest,1967-1-30
8,2,1,715,Isai,Jacobson,1980-9-27
8,1,1,706,Eva,Wyman,1953-12-21
14,7,1,1289,Triston,Ferry,1963-8-9
1,8,2,41,Coralie,Price,1997-3-13
7,11,1,642,Oleta,Fadel,1984-1-29
7,1,1,551,Juliana,Kiehn,1988-4-5
3,8,1,270,Sadye,Green,1971-10-29
2,10,1,148,Rico,Zboncak,1989-12-2
10,9,1,1029,Eloisa,Abshire,1981-8-18
3,10,1,279,Camilla,Purdy,1970-12-5
7,2,1,563,Tamara,Langworth,1960-3-13
10,1,1,946,Jose,Mann,1986-7-17
5,6,1,451,Robin,Beatty,1995-11-4
10,5,1,982,Lupe,Swift,1974-8-20
2,11,2,166,Nolan,Olson,1957-2-4
2,7,1,107,Isaac,Breitenberg,1956-3-10
8,1,1,704,Jefferey,Buckridge,1971-8-3
6,5,1,521,Taylor,Denesik,1982-3-11
4,1,1,361,Mark,Dickinson,1973-11-28
14,7,2,1295,Jess,Wiegand,1968-1-2
8,7,1,755,Violette,Predovic,1961-10-8
9,4,1,815,Alene,Reichel,1985-8-7
7,12,2,655,Maximus,Botsford,1998-6-24
8,4,1,724,Nichole,Heaney,1993-7-12
14,6,1,1283,Pauline,Cummings,1997-12-18
3,11,1,287,Lenore,Bernhard,1960-2-9
2,3,2,71,Gardner,Hilll,1996-3-17
6,5,1,524,Jana,Lynch,1976-6-9
3,1,1,191,Lonzo,Donnelly,1955-4-2
3,3,2,211,Vena,Schimmel,1954-9-28
4,3,1,378,Aniyah,Simonis,1953-9-30
1,8,1,36,Elizabeth,Harris,1964-9-16
11,6,1,1079,Kristofer,Block,1994-11-25
14,3,1,1253,Rico,Mayer,1966-5-27
13,8,2,1230,Demarco,Hegmann,1957-8-27
4,3,1,375,Alysha,Mayert,1952-3-12
2,2,1,60,Paxton,Cummerata,1988-6-13
2,5,1,89,Lily,Leffler,1980-3-18
5,7,2,471,Sydnee,Padberg,1991-11-23
6,4,1,518,Freeman,Mohr,1960-12-6
9,11,1,878,Joey,Rolfson,1999-5-12
6,6,1,538,Logan,Feest,1967-11-24
13,2,1,1181,Aurelia,Smith,1986-11-8
13,5,1,1201,Sadye,Streich,1978-9-21
11,11,2,1123,Brooks,Gislason,1973-7-11
14,11,1,1336,Kiera,Huel,1967-1-4
6,4,1,511,Bailey,Sanford,1958-5-3
9,8,1,855,Karley,Dicki,1974-9-15
3,2,2,201,Stephen,Schmitt,1952-8-14
10,7,1,1009,Hailie,O'Reilly,1998-7-12
1,4,1,5,Shaniya,Marks,1961-11-30
3,13,1,315,Dalton,Tromp,1994-10-28
3,11,2,295,Alessia,Kunde,1965-11-5
6,6,2,542,Mossie,Rolfson,1987-8-19
5,4,1,434,Gia,Lang,1964-4-28
8,4,1,732,Gisselle,Nienow,1953-6-7
4,1,1,353,Preston,Hills,1956-7-2
3,12,2,310,Magali,Cummings,1983-7-31
3,2,2,202,Hershel,Wyman,1991-12-31
8,11,1,782,Osvaldo,Reynolds,1955-11-17
3,9,2,273,Jeanie,McLaughlin,1978-2-6
3,4,1,217,Jacky,Romaguera,1958-6-16
9,6,1,833,Ernest,D'Amore,1968-2-6
2,9,1,127,Maeve,Beatty,1991-3-8
2,11,2,164,Jed,Heathcote,1992-11-11
11,8,2,1090,Germaine,Mann,1959-4-21
14,3,1,1247,Annamae,Howell,1961-10-27
5,3,1,427,Jensen,DuBuque,1980-7-30
7,10,2,633,Martine,Pollich,1952-6-7
2,3,2,69,Loma,Prohaska,1977-7-9
3,3,1,203,Golda,Schroeder,1981-6-10
2,4,2,84,Jamie,Boehm,1999-3-30
11,10,2,1106,Wyatt,O'Keefe,1961-8-13
9,17,1,938,Cleveland,Gorczany,1983-6-15
13,7,1,1210,Ford,Auer,1960-9-13
14,12,2,1370,Brionna,Stehr,1976-3-30
8,10,2,780,Katlynn,Gislason,1999-4-1
5,5,1,442,Theodore,Nicolas,1974-10-10
10,4,2,972,Rashad,Jaskolski,1954-9-12
11,9,2,1095,Frankie,Hilpert,1976-12-3
14,11,1,1340,Evangeline,Cronin,1953-12-21
2,1,1,52,Judd,Von,1952-8-1
4,1,2,365,Jeff,Stroman,1976-9-18
7,13,2,665,Rafael,Howe,1982-2-27
7,8,1,613,Emiliano,Schumm,1958-9-30
7,1,2,556,Urban,Crooks,1993-5-12
3,13,1,318,Gianni,Gleason,1980-1-28
12,1,1,1135,Elyssa,Block,1956-6-25
11,1,2,1045,Kathlyn,Cronin,1980-5-11
9,13,2,908,Brenna,Davis,1977-12-7
11,11,1,1114,Hilda,Collins,1975-5-24
8,4,2,734,Charlie,Gorczany,1950-11-2
14,9,1,1312,Luciano,Bergstrom,1967-12-18
7,15,1,685,Heber,Mosciski,1984-1-3
13,7,1,1215,Craig,Beatty,1980-11-21
10,9,2,1034,Geovanny,Trantow,1981-11-1
9,4,1,817,Ezequiel,Upton,1950-10-8
13,7,1,1211,Novella,Bauch,1965-1-19
6,3,1,496,Irma,Hintz,1954-12-30
14,10,1,1330,Stella,Leuschke,1953-10-19
10,4,2,973,Neva,Bahringer,1957-8-28
1,7,1,30,Addie,Cronin,1980-12-31
6,6,1,532,Leopoldo,Johnston,1979-4-16
7,13,1,663,Gladys,Gutmann,1983-10-28
13,8,2,1229,Maya,Robel,1985-11-9
3,4,1,216,Hardy,Swift,1964-1-8
10,5,1,978,Kylee,Fritsch,1994-4-18
5,1,1,398,Alana,Strosin,1972-8-17
2,7,1,100,Matt,Deckow,1953-11-16
14,12,1,1352,Frank,Kozey,1995-9-10
7,16,1,699,Hayley,Parker,1983-6-12
11,3,2,1065,Cecil,Becker,1964-5-19
13,2,2,1182,Lacey,Swaniawski,1996-2-7
7,2,1,565,Ruthe,Mayer,1994-7-6
5,6,1,447,Jedediah,Boyer,1957-8-3
3,5,2,237,Rosalee,Torphy,1982-7-11
10,2,1,955,Chaz,O'Kon,1976-12-13
3,11,1,288,Abdiel,Haley,1997-9-22
3,11,1,291,Yazmin,Wehner,1995-4-7
3,6,2,253,Maximillia,O'Connell,1999-8-4
13,3,2,1194,Gilberto,O'Hara,1976-11-23
9,10,1,871,Nasir,Little,1972-3-23
3,7,1,258,Gladyce,Adams,1952-11-8
13,7,2,1219,Stephen,Johnston,1955-2-21
2,4,1,81,Rossie,O'Keefe,1950-3-14
9,16,1,928,Violette,Mayer,1979-8-13
11,11,1,1120,Luigi,Paucek,1998-6-21
13,8,2,1233,Horacio,Cartwright,1983-11-13
8,6,1,750,Alvis,Jast,1993-11-30
1,8,2,49,Henry,Green,1966-8-30
14,10,1,1322,Arnold,Fadel,1975-5-22
8,11,1,786,Braeden,Weimann,1967-2-7
7,12,2,654,Fabiola,Kunze,1992-10-13
8,2,1,708,Kenneth,Jacobson,1966-2-17
11,3,1,1055,Veronica,Haag,1953-2-3
11,1,1,1040,Madaline,Hoppe,1987-10-17
3,5,1,228,Owen,Beier,1967-7-10
13,6,1,1206,Yadira,Smitham,1976-10-9
7,13,1,661,Marcella,Kunze,1961-2-18
11,11,2,1129,Cheyenne,Keeling,1998-5-5
5,1,1,399,Perry,Kilback,1955-9-1
2,4,2,82,Julie,Runte,1971-4-3
6,2,1,485,Jacques,Cronin,1972-4-6
9,14,1,910,Reid,Lynch,1960-3-9
6,3,2,506,Syble,Bode,1997-11-24
14,8,2,1303,Oral,Nader,1958-3-25
11,3,2,1060,Alexane,Harvey,1956-12-4
11,9,2,1094,Florida,Bartell,1979-4-1
7,6,1,590,Nicolette,Funk,1957-6-10
1,7,2,34,Carlotta,Reichert,1962-5-20
3,17,1,351,Jameson,Powlowski,1986-4-13
1,4,1,8,Kellen,Zboncak,1960-3-3
14,11,1,1335,Zoe,Simonis,1979-11-3
7,5,2,584,Adam,Jenkins,1972-9-28
10,2,1,957,Cruz,Beier,1973-7-17
8,11,1,787,Kaylin,Gleason,1990-10-6
14,12,2,1368,Adeline,Pouros,1957-3-6
9,11,1,884,Noemie,Kozey,1990-6-19
8,10,2,779,Cheyanne,Schimmel,1952-1-25
7,6,2,595,Alyson,Batz,1996-5-9
8,6,1,747,Keagan,Roberts,1990-5-25
6,4,1,516,Delphia,Murphy,1969-1-8
9,12,2,895,Ona,Bogisich,1996-3-6
2,11,1,150,Logan,McClure,1953-10-15
7,14,2,677,Bell,Lind,1958-6-13
14,5,1,1268,Paul,Mosciski,1956-3-22
3,3,1,204,Myrl,Bergnaum,1959-10-19
14,1,1,1241,Janessa,Jerde,1974-6-19
7,10,1,627,Eloisa,Kozey,1979-7-11
9,11,1,885,Duncan,Osinski,1958-5-23
14,11,2,1351,Tierra,O'Reilly,1994-1-30
3,5,1,233,Maida,Kuhn,1989-5-24
9,14,1,916,Magdalena,Larkin,1981-12-25
7,1,1,552,Tillman,McGlynn,1973-9-20
1,8,1,40,Lilian,Collier,1958-8-11
8,2,1,707,Chaim,Konopelski,1969-7-25
4,3,2,383,Isaiah,Greenholt,1996-4-18
9,9,1,860,Cary,Corkery,1954-12-23
7,6,1,585,Melissa,Schaden,1956-5-11
9,3,1,799,Jayden,Swaniawski,1981-6-12
9,4,1,814,Tamara,Ward,1951-1-7
9,16,1,927,Nikko,Yost,1985-12-14
13,2,1,1179,Hal,Flatley,1954-7-9
11,6,1,1077,Raymond,McCullough,1956-8-30
9,3,2,804,Webster,Lang,1987-7-13
